"sample_id","genotype","utilization_of_fruit","berry_skin_colour_oiv_225","presence_of_seeds_oiv_241","berry_flavour_oiv_236","sex_of_flower_oiv_151","time_of_bud_burst_day_chasselas_oiv_301","time_of_full_bloom_day_chasselas_oiv_302","time_of_veraison_week_chasselas_oiv_303","time_of_maturity_week_chasselas_oiv_304","fertility_inflorescence_10_buds_oiv_155","bunch_weight_g_oiv_502","berry_weight_g_oiv_503","bunch_susceptibility_to_botrytis_0_to_5_oiv_459","acidity_of_must_g_h2so4_l_oiv_506","acidity_of_wine_g_h2so4_l","wine_alcohol"
"B00ER9Q","Portugais bleu","wine-table","N","seed","none","H",8,0,0.3,0.5,27,221,2.3,1.5,4.8,3.3,10.5
"B00EQT9","Posip bijeli","wine","B","seed","none","H",7,NA,2.3,4.3,14,338,3.4,2,6.2,6,11.3
"B00ER6E","Pougayen","wine","N","seed","none","F",5,5,3.1,3.5,18,186,3,0.2,6.5,4.2,11.5
"B00EI4O","Poulsard","wine","N","seed","none","H",-1,-3,1,1.3,12,141,2.6,0.1,4.7,2.9,9.9
"B00EQTL","Pozsonyi feher","wine","B","seed","none","H",2,NA,2.3,1,20,277,1.8,0,5.5,5.7,9.8
"B00F6NS","Prieto picudo","wine","N","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER4Z","Prima","table","N","seed","none","H",8,0,-1.3,-0.3,11,348,4.6,0,NA,NA,NA
"B00EQXH","Primitivo","wine","N","seed","none","H",3,1,2.3,2.4,14,291,3.3,1.3,9.1,7.2,9.4
"B00F6ON","Prokupac","wine","N","seed","none","H",-4,NA,2.7,3,14,258,2.8,0,5,3.5,10
"B00ER5L","Quiebratinajas","wine-table","N","seed","none","H",8,NA,3.7,4.8,11,389,4,0.2,6,4,8.7
"B00FQIT","Quigat","wine","B","seed","none","H",9,NA,2,3,0,578,3.5,0.3,NA,NA,NA
"B00ERA0","Rabigato","wine","B","seed","none","H",3,7,3.6,4.2,16,258,2,0.3,8.2,7.5,10
"B00FQFG","Rabo d'ovelha",NA,"B","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ERBR","Raboso piave","wine","N","seed","none","H",0,-5,4,4.5,0,NA,NA,0,NA,NA,NA
"B00EJLE","Ragol",NA,"Rs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER1J","Raisaine","wine-table","B","seed","none","H",-3,-5,1.7,2.1,20,325,1.9,0.2,5.9,5.3,9.8
"B00EQUS","Ramisco","wine","N","seed","none","H",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"B00ER93","Rannii Vira","table","B","seed","none","H",-1,3,2,1.6,7,297,3.4,0.2,NA,NA,NA
"B00ERBU","Rassegui","wine-table","B","seed","none","F",8,NA,3.4,4.8,8,402,5.3,0.4,5.7,8,9.4
"B00FQIV","Rayada melonera = Corropio",NA,"N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQX1","Razachie rosie","table","Rg","seed","none","H",-1,NA,2.5,3,5,262,3.5,0,NA,NA,NA
"B00ERQM","Razakisi Antep",NA,"B","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQZS","Razdani","table","N","seed","none","H",-2,NA,2.3,2,3,586,4.1,0.2,NA,NA,NA
"B00ER60","Red Globe","table","N-Rg","seed","none","H",-2,4,2.7,3.6,4,1331,9.9,NA,NA,NA,NA
"B00FQGV","Red Ohanes",NA,"Rg","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQF6","Redondal","wine","B","seed","none","H",10,3,3.1,3,27,110,1.8,0,4.9,4.7,10.2
"B00F6O8","Reine des Vignes","table","B","seed","muscat","H",-3,-4,-1,-0.4,7,391,4.5,0.9,NA,NA,NA
"B00ERCN","Ribote rose","wine","Rs","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER65","Riesling","wine","B","seed","none","H",5,-1,2,3.1,14,170,1.8,1.2,6.3,7.2,10.2
"B00F6O7","Riesling bleu (Collection Oberlin)","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER6V","Riesling italico","wine","B","seed","none","H",4,NA,2,2.2,20,159,1.6,0.9,3.7,3.9,9.7
"B00F6OC","Riminèse","wine","B","seed","none","H",14,6,1.7,2.4,13,255,2.4,1,7.5,7.1,11.6
"B00EQVA","Rivairenc = Aspiran noir","wine-table","N","seed","none","H",8,-1.5,3,3.4,13,430,3.5,0.4,4.8,3.9,8.4
"B00FQIX","Rocia","wine","N","seed","none","H",1,NA,3.7,4.3,10,714,5.2,1.7,6.8,5.2,9
"B00ER3C","Roi des précoces","table","N","seed","none","H",7,-2,-0.3,-1.5,16,139,2.5,2,7.1,NA,11.3
"B00FQFC","Rojal conquense",NA,"N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER8U","Romeïko","wine","N","seed","none","H",7,NA,3.3,5.5,17,563,2.7,0.8,5.8,4.5,12.9
"B00EQTA","Rosa menna di vacca","table","Rg","seed","none","F",0,4,3.5,5.2,12,163,5.1,0.1,NA,NA,NA
"B00EQX7","Rosaky rose faux","table","Rs","seed","none","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQSV","Rossara","wine","N","seed","none","H",2,NA,3,4.1,16,244,2.7,0.5,5.1,4,9.4
"B00ER69","Rossignola","wine","N","seed","none","H",4,NA,3.3,6.3,6,288,2.4,0,7,3.8,9.9
"B00EQVF","Roublot","wine","B","seed","none","H",0,-3,1.2,1.5,21,163,1.6,2.3,7,4.5,12.9
"B00ER7A","Roumi noir","table","N","seed","none","H",10,NA,3,3.7,1,NA,NA,0,NA,NA,NA
"B00EI4L","Roussette basse de Seyssel","wine","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQGG","Royal = Rojal tinta","wine-table","Rg","seed","none","H",15,NA,4,4.3,4,789,3,1.2,6.9,4.9,8.3
"B00ER7T","Rubinovyi Magaracha","wine","N","seed","none","H",1,NA,3,3,19,164,2.4,0,7.2,3,10.2
"B00ER0V","Ruby Cabernet","wine","N","seed","none","H",3,3,2.5,3.7,23,186,1.8,0,6.3,3.2,9.8
"B00EQT6","Rudezusa","wine-table","N","seed","none","H",5,NA,2.7,3,18,290,3,0.6,6.3,3.8,9.7
"B00FQJK","Rufete","wine","N","seed","none","H",6,NA,1.6,1.9,16,213,3,0.7,5.4,3.2,9
"B00EQT8","Ruzevina (Jelaska)","wine-table","B","seed","none","H",13,NA,2.7,4,11,353,2.6,0.2,4.3,4.6,10.4
"B00FQJ0","Sabaté","wine","N","seed","none","H",5,4,2,3,12,375,2.5,0,4.1,3.5,9.7
"B00FQHM","Sabro","wine","B","seed","none","F",2,NA,3,4,14,301,3.5,0,3.8,5.1,10.5
"B00ER6Q","Sagrantino","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQX4","Saint-Laurent","wine","N","seed","none","H",1,-4,-0.7,0.3,7,181,1.7,0,5.3,3.3,10.5
"B00FQJ7","Salceño blanco",NA,"B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQW1","Salicette (Collection Parc de la Tête d'Or)","table","B","seed","none","H",-5,3,-0.7,-0.7,15,281,2.1,0,NA,NA,NA
"B00FQIU","Salvador",NA,"B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00F6NN","San Lorenzo","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER3T","Santanera","wine","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQX8","Sao Mamede","wine","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER8W","Saperavi","wine","N","seed","none","H",-1,NA,2.1,2.4,12,175,1.5,0.1,5.5,3.9,14
"B00ER01","Sapéré Otskhanouri faux","wine-table","N","seed","none","F",6,9,5,4.7,2,NA,NA,0,NA,NA,NA
"B00EQSC","Sasca (Collection Ravaz)","wine","B-Rs","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ERAH","Sauvaget noir","wine-table","N","seed","none","H",0,NA,NA,2,13,262,4.2,0.2,4.9,3.1,8.2
"B00CW9F","Savagnin blanc","wine","B","seed","none","H",1,1,1,1.5,20,113,1.6,0.4,5.5,6.4,12
"B00F6OO","Savvatiano","wine","B","seed","none","H",12,11,4.3,5.2,7,432,1.8,0.1,6.6,6.9,9.6
"B00ER7L","Schiradzouli","table","B","seed","none","H",8,NA,2.7,2.4,6,306,4.9,0.7,3.7,NA,8.5
"B00ERR2","Schirastraube",NA,"B",NA,NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER3I","Semidano","wine","B","seed","none","H",0,NA,3.5,5.5,5,292,2.1,0.3,5.8,3.9,9
"B00ERD5","Semillon","wine","B","seed","none","H",5,1,2.4,2.5,15,355,2.9,0.5,4.2,4.6,10.2
"B00FQJ2","Señá",NA,"N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER5T","Sercial","wine","B","seed","none","H",2,3,2.5,5,11,365,1.5,0.2,6.6,6.3,10.1
"B00ERBV","Serna INTA","table","Rs","seedless","muscat","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER33","Servanin","wine","N","seed","none","H",2,2,3.1,3.4,22,162,1.6,0.2,5.9,3.2,8.3
"B00ERQH","Shabash","table","B","seed","none","H",-7,NA,2.7,3.7,6,391,3.5,0,NA,NA,NA
"B00ERSC","Shtur Angur",NA,"Rg",NA,NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQXT","Siah","wine-table","B","seed","none","H",-2,NA,0.7,2.2,4,277,3.6,0.2,3.8,4.8,10.9
"B00ER9W","Sibirkovy","wine","B","seed","none","H",-1,1,2.1,1.8,8,217,2,0,NA,NA,NA
"B00ER8J","Siegerrebe","wine","Rs","seed","other","H",-5,-4,-2,-2.7,27,123,2.1,0,3,3.6,11.6
"B00FQ54","Unknown grapevine CA 10.1",NA,"N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQSD","Skiadopoulo","wine-table","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER91","Skylopnichtis","wine","N-Rg","seed","none","F",5,NA,2.3,5,10,205,2.1,0.2,9.2,4,8.6
"B00ER02","Soïaki","wine","B","seed","none","H",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"B00EQTY","Sorok Let Oktiabria","wine","N","seed","none","H",0,NA,1.7,1,11,155,1.8,0,5,2.8,12.5
"B00ERS2","Sauterne blanc (Naugé)","wine","B","seed","none","F",8,1,1.7,1.2,16,170,2.4,0.3,3.9,3.3,10.2
"B00ER07","Sourkhak biely","table","B","seed","none","F",8,NA,-1,-0.7,3,155,2.7,0.3,NA,NA,NA
"B00ERDA","Sousão","wine","N","seed","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQTQ","Staphidampelo","wine","N","seed","none","H",4,NA,2.3,3.7,10,307,2.9,1.3,7,3.3,9.3
"B00EQSE","Starinky","wine","B","seed","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER7Z","Stavroto","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQSF","Stavroto faux (Collection Lykovrissi)","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00F6OK","Steinschiller weisser","wine","B","seed","none","H",-3,NA,3,4.7,18,242,2.3,1,8.5,7.6,11.4
"B00EQTR","Strophyliatico","wine","B","seed","none","H",7,NA,NA,4.3,12,156,2.7,0,4.6,6,10.9
"B00ER6B","Sublima seedless","table","B","seedless","other","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER2B","Sultana moscata","table","B","seedless","none","H",12,6,0.6,2.5,10,262,2.9,0.4,NA,NA,NA
"B00ER05","Sultanina de Bulgarie","table","B","seedless","none","H",3,6,1.3,3.3,4,781,3.6,0.3,NA,NA,NA
"B00ER1Q","Sultanine","table","B","seedless","none","H",5,7,1.8,3.1,2,410,1.9,0.3,NA,NA,NA
"B00EJLF","Sumoll tinto","wine","N","seed","none","H",6,NA,2.7,3.6,10,634,2.7,1,6.4,4.5,9.3
"B00ER3S","Sylvaner","wine","B","seed","none","H",5,1,1.3,2.5,17,143,1.9,0.8,6.2,6,11.4
"B00ER1P","Syrah","wine","N","seed","none","H",7,3,2.1,2.6,13,114,1.5,0.2,6.3,4.4,10.6
"B00ERAK","Sytanich","wine","N","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQZL","Tachtas","wine-table","B","seed","none","H",-3,NA,3.1,4.2,15,429,4.5,0.5,3,3,7.2
"B00ER03","Tagobi","table","N","seed","none","F",-5,NA,NA,3,0,NA,NA,0,NA,NA,NA
"B00ERS1","Taïfi rosovy","table","Rs","seed","none","H",2,7,3,4.7,1,183,6.9,0.4,NA,NA,NA
"B00ER7Q","Tantovina","wine","B","seed","none","H",-2,-1,1.7,3,13,330,2.2,0.7,4,4.5,8.5
"B00FQJ1","Tarragoní","wine","N","seed","none","H",9,NA,2.7,3.7,3,725,3.5,0.3,5,4,8.9
"B00F6PC","Tarrango","wine","N","seed","none","H",-1,3,2.3,3.8,13,356,2.6,0,6.6,3.5,9.6
"B00ERSK","Taschly","table","B","seed","muscat","F",5,NA,3.7,4.3,11,307,2.9,0,NA,NA,NA
"B00EQZB","Tavkveri","wine","N","seed","none","F",2,3,2,4.4,9,192,2.4,0.7,7.5,4.9,8.1
"B00ERRM","Tchaïnak = Gordin verde","wine","B","seed","none","H",-1,NA,1,2,18,295,1.3,0.3,4.9,4,6.4
"B00ERQX","Tebrizi (Collection Germany)",NA,"B","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER1X","Teinturier","wine","N","seed","none","H",5,-3,0.5,0.9,25,136,1.7,1.2,8.7,6.2,11
"B00FQJ8","Santa Magdalena","table","B","seed","none","H",1,5,-0.5,4,0,NA,NA,0,NA,NA,NA
"B00EJJW","Tempranillo","wine","N","seed","none","H",7,2,1.3,1.5,16,305,2.5,0.6,4.7,3.6,9.3
"B00EQVX","Terret Bouschet","wine","N","seed","none","H",9,NA,1.3,3.7,16,363,2.7,0.2,7.6,5,7.2
"B00FQGF","Mandregue",NA,"N","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQZH","Teta de Vaca = De Cuerno","table","B","seed","none","H",7,6,2.6,5.1,3,297,3.8,0.2,NA,NA,NA
"B00EQXW","Tibouren","wine-table","N","seed","none","H",-3,0,2.7,1.7,20,288,2.2,0.2,4.6,3.7,11
"B00ER1Y","Tini","table","Rg","seed","none","H",4,NA,2.7,4.3,5,851,4.4,1.3,NA,NA,NA
"B00ER19","Tinta Barroca","wine","N","seed","none","H",0,NA,1.7,1.7,9,447,3.1,0.3,3.7,3,10.3
"B00EJLH","Tinta Madeira","wine","N","seed","none","H",7,NA,NA,1.8,6,161,1.6,1,4.6,3.3,8.9
"B00ERAF","Tinto Cao","wine","N","seed","none","H",5,3,2.7,3.2,13,311,1.7,0.3,4.2,3.5,9.9
"B00FQJN","Tinto Velasco","wine","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQGU","Torralba",NA,"N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00F6P5","Torrontés riojano","wine","B","seed","muscat","H",12,3,2.7,2.8,8,447,3.1,0.1,5.9,5.4,10.6
"B00FQFB","Tortozón","wine","B","seed","none","H",6,2,2.7,4,4,365,2.8,0.9,5,6.1,9.2
"B00EQSG","Totika","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQJM","Touriga franca","wine","N","seed","none","H",3,3,1.4,1.6,10,301,2.8,0.7,3.2,3.7,9.3
"B00EQV1","Touriga nacional","wine","N","seed","none","H",2,-5,3,2.9,13,131,1.8,0.3,7.5,3.8,10.1
"B00ER5G","Trebbiano spoletino","wine","B","seed","none","H",12,NA,3.3,5,12,285,1.7,0.3,7.6,7,10.5
"B00EJKM","Treixadura","wine","B","seed","none","H",18,2,2,3.7,11,397,2.3,0.3,5,4.5,8.4
"B00EJLG","Trepat","wine","N","seed","none","H",4,6,3,4.1,12,643,3.4,0.8,7,5,8.2
"B00ERA8","Tressot","wine","N","seed","none","H",8,1,2.1,2.4,18,230,1.9,0.1,7.5,3.5,9.6
"B00FQJH","Trincadeira das Pratas","wine","B","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQJ3","Trobat","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EJL2","Trousseau","wine","N","seed","none","H",3,0,1.7,1.3,13,161,2.1,0.5,4.6,3.7,11.2
"B00EQXV","Tsitsa Kaprei","table","B","seed","none","H",-3,NA,3.7,5.7,10,708,4.1,0,NA,NA,NA
"B00ER9F","Tsitska","wine","B","seed","none","H",3,NA,3.7,7.3,19,279,1.9,0,7.6,3.9,11.2
"B00174W","Tsolikouri","wine","B","seed","none","H",-5,NA,2,5,11,267,2.4,0,6,5.2,12.6
"B00ER7G","Turki","table","Rs","seed","none","H",8,NA,4.1,5.9,1,699,3.8,0.8,5.2,3.2,9.6
"B00EJLQ","Txakoli = Hondarrabi beltza","wine","N","seed","none","H",10,2,2.1,2.3,12,151,1.4,0,3.6,2.8,10.3
"B00EQSJ","Tzimliansky belyi","wine","B","seed","none","H",-3,NA,0,0,19,177,2.8,0,NA,NA,NA
"B00EQSH","Urbanitraube noir (Collection Oberlin)","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQSI","Urmi dinka","wine","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ERB0","Usakheluri","wine","N","seed","none","H",-7,-1,3,3,2,NA,NA,0,NA,NA,NA
"B00EJK7","Uva de Rey","wine-table","B","seed","none","H",2,9,2.3,3.5,7,612,4.2,0.2,7.1,7.8,7.8
"B00ERR3","Uva di Troia","wine","N","seed","none","H",12,NA,3,3.7,16,249,3.1,0,6.2,5.7,9.1
"B00ER5V","Uva di Trojanero","wine","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00F6PL","Valencí blanco","table","B","seed","none","H",4,4,2.3,3.7,9,559,4.1,0.6,4.8,3,9.8
"B00EJL7","Valensi noir","table","N","seed","none","H",1,4,2.3,3.8,7,648,4.4,0.1,5.5,4.6,11
"B00EQYS","Variété d'oasis Bou Chemma 46","table","B-Rs","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00F6P6","Varnenska Gimza","wine","N","seed","none","H",5,NA,2,4,25,274,2,0,NA,NA,NA
"B00EQZE","Vassarga bielaia","table","B","seed","none","H",4,-1,0.5,0,2,199,3.6,0,NA,NA,NA
"B00ER2I","Velika","table","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00F6OD","Verdea","wine-table","B","seed","none","H",0,NA,3.3,4.3,20,469,2.8,0.3,4.1,5.4,9.6
"B00ERAO","Verdea noir","wine-table","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQTO","Verdeca = Lagorthi","wine","B","seed","none","H",5,0,2.3,5.7,6,388,2.1,0.2,6.6,5.5,9.6
"B00EJLL","Verdejo","wine","B","seed","none","H",4,3,2.7,1.3,20,187,1.9,0,3.8,3.7,12.1
"B00EJKF","Verdejo de Salamanca",NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQV2","Verdelho tinto femelle","wine","N","seed","none","F",11,NA,4.3,6,16,129,1.8,0,6.1,5.1,12.8
"B00EJLJ","Verdil",NA,"B",NA,"none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQUY","Verdiso","wine-table","B","seed","none","H",8,NA,2.3,3.3,20,165,2.8,0,4.8,5.4,9.8
"B00ER5U","Verduzzo friulano","wine","B","seed","none","H",-2,NA,2.7,2.7,19,173,1.3,0,4.4,5.2,12.6
"B00EQZK","Verico","table","Rg","seed","none","H",1,NA,4,5.7,3,428,6.7,0.6,NA,NA,NA
"B00ER4M","Verjus","table","B","seed","none","H",13,NA,3,6.3,8,722,3.8,0,3.5,5.1,10.3
"B00F6P4","Vermentino nero","wine","N","seed","none","H",12,5,3,3.7,18,393,3.6,3.5,5.4,3.5,8.9
"B00ER18","Vernaccia di San Gimignano","wine","B","seed","none","H",4,3.6,1.9,3.5,15,438,2.4,0,4.9,6,10.4
"B00FQJ4","Verués de Huarte",NA,"N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER85","Victoria","table","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQJ5","Vidadillo",NA,"N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQXG","Vidiano","wine","B","seed","none","H",7,9,3,5.2,10,951,2.9,0,NA,NA,NA
"B00ER2P","Vigne sauvage faux Fethiye 58-64","wild",NA,"seed",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ERC5","Vigne sauvage faux Mouchouses 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ERB1","Vigne sauvage faux Tighzirt 1",NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EJL8","Vijiriega","wine","B","seed","none","H",13,4.3,2.8,4.7,21,436,4.1,0.2,3.6,3.6,10.7
"B00EQV0","Vinhão","wine","N","seed","none","H",12,0,2.7,3.9,15,163,2.4,0.4,6.8,3.2,10
"B00ER1L","Vintaïu","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQJI","Viosinho","wine","B","seed","none","H",7,NA,1.3,1.7,16,169,1.6,0,3.4,4,13.1
"B00FQFE","Vital","wine","B","seed","none","H",0,NA,1.1,2.4,14,255,2.4,0.7,5,5,10
"B00ER8L","Voïdomatis","wine","N","seed","none","H",0,NA,3.7,2.3,0,684,4,1,6,3.5,8.8
"B00F6P7","Voskeat","wine","B","seed","none","H",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"B00EQXN","Vulpea faux (Collection Ravaz)","wine","N",NA,NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00F6OL","Wildbacher blau","wine","N","seed","none","H",-4,NA,NA,3,12,72,1.2,0,9,4.7,8.7
"B00EQUD","Wildbacher de Hongrie (Collection Ravaz)","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ERAI","Wildrebe von Bauer","wine","N","seed","none","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EJKA","Xarello","wine","B","seed","none","H",4,3,2.2,2.5,14,418,3.4,0,4,3.6,9.8
"B00ER9M","Xinisteri","wine-table","B","seed","none","H",7,NA,3.3,5.4,9,270,2.9,0.1,4.1,4.3,10.6
"B00ERCS","Yaï isioum rosovy","table","Rs","seed","none","H",0,NA,-0.7,-2,8,133,2.1,1.7,NA,NA,NA
"B00EQU2","Zakynthino","wine","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EJK6","Zalema","wine","B","seed","none","H",0,2,3.5,4.5,8,504,3.8,0,3.4,3.7,9.6
"B00ERAR","Zante blanc (Collection Ravaz)","wine","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQZD","Zeini abiad","table","B","seed","none","H",4,NA,3.5,3.5,0,834,5.5,0,NA,NA,NA
"B00FQH0","Zeini abiad (Spain)",NA,"B","seed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EI5M","Zemoasa","wine","B","seed","none","H",-2,NA,1,1.5,3,171,2,0.6,5.7,5.3,10.9
"B00ERR6","Zilavka","wine","B","seed","none","H",9,NA,1.3,4.8,15,430,3.3,2.8,6.3,5.1,8.2
"B00ERPS","Zimmettraube Grau Rauchfarbig",NA,"G","seed",NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER1V","Zweigelt","wine","N","seed","none","H",-4,-3,0.9,0.9,35,243,1.6,0.1,4.6,4,12.4
